EVENT	RDCLASS	SPD_KM	MED_INC	pop_dens_200	veh_type	BAD_WEAT	SEVERITY	DARK	Park_10	hosp_50	veh_mvt	Comm_Per	Res_Per	Inter_Acc
4699	4	60	40452	14111.0457932	car	1	1	0	0	0	straight	5.2299248123	62.6324357633	1
5256	4	60	33730	4531.08881457	car	0	1	0	0	0	straight	41.6660910638	37.4998746828	0
2622	5	50	53791	11938.3252808	car	0	1	0	0	0	leftturn	7.5645030523	68.7276418608	1
3851	4	60	35174	11102.0570526	car	1	1	0	0	0	straight	2.4330804521	73.5259017298	1
1362	5	50	29645	6012.29924312	car	0	1	0	0	0	leftturn	6.0723844208	60.2344436799	1
4021	4	60	42723	940.447210252	car	1	1	1	1	0	straight	14.3241752015	43.86653325	1
3658	4	60	44582	5232.80930632	car	1	1	0	0	0	leftturn	0.4285363611	81.2441821472	1
3076	5	50	31438	11660.6793801	car	1	1	1	0	0	leftturn	3.3967978064	61.1122470413	1
3506	4	50	56287	230.546788399	car	0	1	0	0	0	straight	0	0	0
2236	5	50	34501	2123.86698781	car	0	1	0	0	0	leftturn	9.8485239817	36.7978767958	1
2741	5	50	34185	5311.75325677	car	0	1	0	0	0	straight	11.2100992728	48.4426650569	0
143	5	50	40806	3892.76423015	car	0	0	0	0	0	straight	16.0448313032	69.2669934168	0
534	5	50	32271	11320.3889553	car	1	1	0	0	0	backup	13.6734196382	52.1413015456	1
740	5	50	49728	5183.39966928	car	0	1	0	0	0	backup	3.8929605387	38.1056674757	0
5773	2	80	33193	7082.66265326	car	1	1	1	0	0	leftturn	9.3927258186	73.9618880257	1
3802	4	60	39742	2028.03718331	car	1	1	0	0	0	leftturn	21.99951122	26.0192393645	0
1945	5	50	50813	4589.36275193	car	0	1	0	0	0	straight	1.4551361983	48.96450041	1
2705	5	50	31549	6956.60541293	car	1	0	1	0	0	straight	10.2919848845	21.7124215067	0
1719	5	50	33738	14841.989946	car	1	1	1	0	0	straight	10.9751533627	71.8220777319	1
3418	4	60	58339	2720.44490318	car	0	1	0	0	0	straight	6.8854459774	88.8858646869	0
3216	5	50	31433	10571.8897115	VTB	0	1	1	0	0	straight	15.6896295031	61.9225684511	0
5351	4	60	32482	16535.7279594	car	1	1	1	0	0	leftturn	0.9795888487	73.0293956944	1
5032	4	60	47978	15126.9257324	car	0	1	1	0	0	straight	11.4933914029	57.4691062177	1
3969	4	60	24707	12635.7101138	car	1	1	0	0	0	leftturn	7.7115606094	60.1792800737	1
1547	5	50	32349	12610.6404966	VTB	1	1	0	0	0	rightturn	4.0769809883	76.6634150224	1
4857	4	60	37159	12818.8810654	car	1	1	1	0	0	leftturn	1.8955415827	64.1333160773	1
1785	5	50	27828	11724.1640318	car	0	2	0	0	0	other	5.5624602353	37.893751086	0
1058	5	50	19743	13076.5834627	car	0	1	0	1	0	straight	11.8302885593	48.1834385201	0
3816	4	60	37041	9302.61509404	car	0	1	1	0	0	straight	0.1940548139	63.6769260268	0
5533	4	60	37041	5126.22890842	car	0	1	1	1	0	straight	10.5166722717	44.0349261253	1
4792	4	60	32467	9997.111363	car	0	2	1	0	0	straight	12.886004699	58.7338747101	1
2003	5	50	40509	7159.37658745	car	0	1	0	0	0	straight	4.2333956764	89.4644440753	1
1525	5	50	28812	11177.8556154	car	0	1	0	0	0	straight	0.898501811	62.1790904501	0
246	5	50	60738	2028.09090634	car	0	1	0	1	0	straight	0	35.0858638917	0
656	5	50	262458	2033.23210665	car	1	1	0	0	0	leftturn	0	62.3409282681	1
2054	5	50	36621	4578.37820157	car	1	1	0	0	0	straight	0.367616687	65.2710854403	1
5545	4	60	53861	2595.60367022	car	0	1	0	0	0	straight	0.1775679118	57.9220782168	1
784	5	50	35174	11102.0570526	car	0	1	0	0	0	rightturn	3.5366100805	75.9070504211	1
3466	4	60	46328	4089.37388687	car	0	1	0	0	0	leftturn	42.0678616154	7.7317029206	0
5302	4	60	41148	5663.79320678	VTB	1	1	1	0	0	straight	2.5951403343	66.7333652351	0
5284	4	60	41148	5663.79320678	VTB	0	1	0	0	0	leftturn	14.7578357461	53.994476398	1
4546	4	60	36841	8188.92112153	car	0	1	0	0	0	straight	2.768345998	79.0561741317	1
259	5	50	60738	2028.09090634	car	1	1	1	1	0	rightturn	0	35.0858638917	1
2662	5	50	53791	11938.3252808	car	0	1	0	0	0	rightturn	6.9595399103	72.1558595317	1
655	5	50	210572	3919.94713435	VTB	1	1	1	0	0	leftturn	0.0905517358	73.0100698911	1
322	5	50	28833	17989.9623401	car	0	2	0	0	0	leftturn	0.2429749314	63.7907633835	1
5059	4	60	25911	6179.55616976	car	1	1	0	0	0	leftturn	0.9428971327	74.0975916806	1
2179	5	50	32580	16117.2987746	car	0	1	0	0	0	straight	1.5112697013	78.682495362	1
1100	5	50	13024	4939.11686641	car	1	1	0	0	0	straight	24.498446927	52.6331525767	1
4394	4	60	33738	14841.989946	car	0	2	0	1	0	straight	10.4319590873	69.7420764917	1
3154	5	50	53156	2047.70475124	VTB	1	1	1	0	0	other	0.792646909	67.1967881225	1
4341	4	60	39192	1406.4656225	VTB	1	1	0	0	0	rightturn	12.362282104	61.2633982057	1
3411	5	50	86086	2169.30935431	VTB	1	1	0	0	0	other	17.1560515762	56.6924650836	1
542	5	50	38656	4190.47988445	car	1	1	0	0	0	straight	1.0376534731	40.5959090682	1
3559	4	60	30450	11509.7949972	VTB	0	1	0	0	0	straight	0.8672664581	65.1686784402	1
1479	5	50	25843	4254.53162108	car	0	1	0	0	0	other	3.8872684674	63.0962799767	1
3415	5	50	38346	2646.40926488	VTB	0	1	0	1	0	backup	0.3467634199	40.7853615511	1
2602	5	50	36663	14074.988352	car	0	1	1	0	0	straight	17.0503205539	55.3630816234	0
4267	4	60	39192	1406.4656225	VTB	0	1	1	0	0	rightturn	3.9765028961	43.2824521718	0
4499	4	60	51998	2633.95239916	moto	0	1	0	0	0	straight	2.7882033843	72.5701837691	1
842	5	50	30375	7084.67412159	car	1	1	1	0	0	straight	3.3129649831	56.1627279624	1
5188	4	60	41776	5020.3623504	car	1	1	0	0	0	straight	54.2575783446	32.5730779123	1
5768	2	80	23262	18498.8156027	car	1	1	1	0	0	straight	10.038133474	57.0865188273	1
2159	5	50	32580	16117.2987746	VTB	0	1	0	0	0	straight	1.0089797789	77.8252766917	0
1195	5	50	133799	157.704954466	car	0	1	1	0	0	backup	13.2854195208	23.1305170689	1
5267	4	60	41776	5020.3623504	car	0	1	0	0	0	other	61.0242910356	29.5607481135	0
4299	4	60	38057	8954.64756561	car	0	1	0	0	0	leftturn	0.4281892181	73.0801298745	1
5761	2	80	20606	33751.8121134	car	0	1	0	0	0	straight	5.8514483596	51.785616274	1
5258	4	60	41776	5020.3623504	car	0	1	0	0	0	straight	61.0242910356	29.5607481135	0
3226	5	50	45317	3627.73563407	car	0	1	0	0	0	leftturn	12.5050555076	21.2632017475	0
5314	4	60	32641	7211.90686257	car	1	1	1	0	0	straight	52.2593181121	42.5690385179	0
2818	5	50	39931	4613.88417651	car	0	1	0	0	0	leftturn	23.223824313	68.0979003281	1
3808	4	60	39586	2788.81920954	car	1	1	0	0	0	straight	0	28.7014325298	1
3389	5	50	43769	3299.89448551	VTB	0	1	1	0	0	straight	0.2524966494	68.4699646904	0
3659	4	60	28846	3346.50676797	VTB	0	2	0	0	0	leftturn	0.3610801163	37.2075375871	0
4228	4	60	23067	12679.948957	car	0	1	1	0	0	leftturn	4.0404913861	63.0499294171	1
3141	5	50	49368	6483.74077045	car	1	1	0	0	0	straight	0.9517735146	92.7111421406	1
3471	4	60	76811	3263.19201967	car	0	1	0	0	0	leftturn	20.7634945355	56.9377188825	1
4976	4	60	25963	6078.85252948	car	0	1	1	0	0	straight	9.8862590456	55.2750696166	0
2620	5	50	37301	14137.2785602	car	1	1	0	0	0	leftturn	10.6991148767	77.709767612	1
1890	5	50	28814	5245.23850877	car	0	1	0	0	0	straight	4.1457552963	63.233514298	1
3835	4	60	30375	7084.67412159	VTB	0	1	0	1	0	backup	3.211894476	58.3650284493	1
3761	4	60	38496	3144.36321145	VTB	0	1	0	0	0	leftturn	19.0404281008	63.8549207701	1
4401	4	60	21667	10773.2897597	car	0	1	0	0	0	leftturn	11.4219444493	35.2990009757	1
2471	5	50	42619	15379.2660887	car	1	0	0	0	0	straight	9.7347070211	73.9483734497	0
5859	2	80	42274	9578.86839913	car	1	1	1	0	0	straight	11.3295351671	70.0182359628	0
804	5	50	46592	9280.85862366	car	0	1	0	0	0	other	3.711040416	72.1406435101	0
2529	5	50	33545	12044.432218	car	1	1	0	0	0	leftturn	2.1588874103	52.3202896041	1
2990	5	50	29454	7393.5637369	car	1	1	0	0	0	straight	3.8393936001	71.1126264369	0
3741	4	50	70533	5939.20871645	car	0	1	0	0	0	leftturn	6.4152273697	67.1278192534	0
3616	4	60	44582	5232.80930632	car	0	1	0	0	0	leftturn	0.428536404	80.644456875	0
2130	5	50	34422	12661.1012423	VTB	1	1	0	0	0	other	0.49118688	66.814721357	1
2224	5	50	30614	8371.63528643	car	0	1	0	0	0	straight	0.1999643564	34.2509365134	1
3460	4	60	75776	3694.2199073	car	0	1	0	0	0	straight	8.0047867584	84.8552440281	0
625	5	50	81286	7241.19421244	car	0	1	0	0	0	rightturn	4.2490905008	76.3108266166	1
2278	5	50	88975	3498.01812269	car	1	0	0	0	0	other	20.8028671811	49.2639015205	1
5455	4	60	58389	2446.53031809	car	0	0	1	0	0	straight	0	78.186787409	1
2997	5	50	36841	8188.92112153	VTB	0	1	1	0	0	rightturn	2.143377134	82.4885963785	1
626	5	50	81286	7241.19421244	car	0	1	0	0	0	rightturn	4.2490905008	76.3108266166	1
2528	5	50	42619	15379.2660887	car	0	1	0	0	0	backup	9.7347070211	73.9483734497	1
3227	5	50	38146	4081.80000982	car	1	1	1	1	0	other	0.6649003483	67.5254293218	1
2548	5	50	34889	13603.0422869	car	1	1	0	0	0	straight	10.2172671302	61.8468620442	0
5814	2	80	32512	14769.9349114	car	0	1	0	0	0	straight	0.9240822142	69.304856738	1
4817	4	60	31725	8939.32878364	car	1	1	1	0	0	straight	4.2605859524	66.6575730843	1
5903	2	80	59447	4250.17443388	car	1	1	0	1	0	straight	0.3836575362	61.7282880843	0
2874	5	50	29986	13098.3295563	car	1	1	1	0	0	straight	0.6546005922	78.9876123014	0
2446	5	50	57258	12777.0044206	car	1	1	0	0	0	straight	3.4997729985	62.7796484812	1
2168	5	50	30436	13718.8363184	car	0	2	0	0	0	other	0.9840656061	76.7968901122	0
4418	4	60	29290	11503.6761017	car	1	1	0	0	0	rightturn	2.6813396096	57.7421546336	1
1139	5	50	28915	1230.19600986	car	0	1	0	0	0	leftturn	13.9782985136	46.4225814663	1
4080	4	60	19591	6338.15910617	car	0	1	0	1	0	rightturn	7.8866091482	48.9827057774	1
4879	4	60	32467	9997.111363	car	1	1	1	0	0	leftturn	12.886004699	58.7338747101	1
5942	1	100	55425	3808.92861065	car	0	1	1	0	0	straight	9.3897531797	30.4262479526	0
1072	5	50	42723	940.447210252	car	0	1	0	0	0	straight	15.6057163395	44.5720027365	1
3531	4	60	30450	11509.7949972	VTB	1	0	0	0	0	backup	0.8602116607	53.1498099888	0
758	5	50	49755	3083.77260459	car	0	1	0	0	0	straight	0.1984867196	62.3038929634	1
2736	5	50	38082	9452.39947607	car	1	1	0	0	0	straight	1.2600119233	68.8483177455	0
2905	5	50	40170	5430.79478566	VTB	0	3	0	0	0	straight	4.9438307675	43.6227147735	0
5919	2	80	44762	4471.84959439	car	1	1	0	0	0	straight	11.0686298637	59.0568082986	0
4429	4	60	28104	15890.0923253	car	0	1	0	0	0	leftturn	2.438827161	66.8394296328	1
1712	5	50	38057	8954.64756561	car	0	1	0	1	0	leftturn	8.8034500451	81.0360819491	1
3022	5	50	38558	9770.35527031	car	0	1	0	0	0	straight	0.1175074967	80.5219733904	0
2055	5	50	35283	6083.72415689	car	0	1	0	0	0	rightturn	2.9733618002	68.9744159431	1
4638	4	60	33192	7991.69554599	car	1	1	0	0	0	leftturn	4.7722728818	83.8895974829	1
2902	5	50	40170	5430.79478566	car	1	1	1	0	0	straight	3.2078256367	46.1673584561	0
643	5	50	30421	8241.01342793	car	0	1	0	0	0	backup	3.2106208059	61.601375786	0
4613	4	60	33646	15076.9211266	car	0	2	0	0	0	leftturn	3.0263574664	72.3637973442	1
1873	5	50	29290	11503.6761017	car	1	1	1	0	0	straight	0	41.1745912644	1
4653	4	60	40452	14111.0457932	car	0	1	0	0	0	leftturn	5.199635236	66.2461620389	1
4068	4	60	47135	6522.83096951	car	1	1	1	0	0	other	9.7275967969	64.4977306351	0
5756	2	80	37301	10518.142827	car	0	2	1	0	0	leftturn	18.1163327972	49.5316267081	1
4754	4	60	88410	3395.72838202	VTB	1	1	0	0	0	straight	22.8017404795	61.3667352963	0
929	5	50	34231	12011.9741575	VTB	1	1	1	0	0	straight	2.7230652828	91.5519688747	0
1858	5	50	29290	11503.6761017	VTB	0	1	0	0	0	leftturn	0	41.1745912644	1
332	5	50	43768	6033.95117422	VTB	0	1	1	0	0	straight	1.0207231315	82.154332897	0
969	5	50	33406	14346.5039515	car	1	1	0	0	0	leftturn	6.3925901282	73.6763782734	0
5595	3	60	38165	4437.41511636	car	1	1	0	0	0	straight	4.5165259093	55.5040493085	1
711	5	50	43710	9611.55196352	VTB	0	1	0	0	0	other	1.3939936404	49.7502402733	0
3934	4	60	14682	45325.8697374	VTB	1	1	0	0	0	straight	15.2483213922	68.4372729373	1
950	5	50	25699	5251.92974548	car	0	1	1	0	0	straight	5.5715590145	37.7919436007	1
4369	4	60	39192	1406.4656225	car	0	1	0	0	0	rightturn	3.9765028961	43.2824521718	0
2475	5	50	44515	12445.1474324	car	1	1	0	0	0	other	9.721832531	72.0456697544	0
4688	4	60	34981	2059.6875438	car	0	1	0	0	0	straight	0.3208547118	38.7576979862	1
412	5	50	40414	5272.19122679	VTB	0	0	0	0	0	straight	0.8489125722	65.9787061961	1
168	5	50	58339	2720.44490318	car	0	1	0	0	0	straight	35.0635530895	45.7181387183	0
3324	5	50	51878	7406.20097686	car	0	1	1	0	0	straight	1.5713963375	74.7912867777	1
5363	4	60	33032	7177.19885386	car	0	1	0	1	0	other	2.2910881761	58.7272157922	0
1874	5	50	29290	11503.6761017	car	1	1	1	0	0	straight	0	41.1745912644	1
2605	5	50	47978	15126.9257324	car	0	1	0	0	0	straight	12.0103320782	53.3049852647	0
3131	5	50	49368	6483.74077045	car	0	1	0	0	0	straight	0	70.6334715318	0
5133	4	60	39931	4613.88417651	VTB	0	1	0	0	0	leftturn	28.78153038	62.8977509003	1
1693	5	50	40339	10206.8000327	car	0	1	0	0	0	backup	1.8340539573	69.1676658266	1
647	5	50	210572	3919.94713435	car	0	2	0	0	0	straight	0.0905517358	73.0100698911	1
1931	5	50	36796	5461.59352807	car	1	1	1	0	0	leftturn	2.3921918495	2.8384875138	1
2608	5	50	49494	14840.5099981	car	0	1	0	0	0	straight	7.2809239392	71.8886073196	1
351	5	50	44972	826.493531544	car	0	1	1	1	0	straight	0	58.2881415849	0
453	5	50	44582	5232.80930632	car	0	1	0	0	0	other	12.9866611131	55.7984322771	0
4233	4	60	31483	6369.41822128	car	1	1	0	0	0	leftturn	6.9868690389	56.6577353596	1
2493	5	50	33808	16226.176833	car	1	1	0	0	0	straight	9.3207093582	72.910811213	1
3705	4	60	26753	9622.61362254	VTB	0	1	0	0	0	straight	3.6062671721	66.0505867381	0
4639	4	60	40452	14111.0457932	car	0	0	0	0	0	rightturn	5.2299248123	62.6324357633	1
3272	5	50	59447	4250.17443388	car	1	1	0	0	0	straight	23.2361438929	35.1517024187	1
4213	4	60	30091	2330.76549987	car	0	2	1	0	0	straight	4.5631405864	55.0045307141	0
1194	5	50	70524	5248.27449734	car	0	1	1	0	0	backup	11.7571914615	23.4156853342	1
4720	4	60	28091	19976.0611054	VTB	1	3	0	0	0	rightturn	17.2682470386	65.5996110339	1
649	5	50	24879	17500.4297153	car	0	1	1	0	0	leftturn	10.5716681017	57.3117107295	1
5109	4	60	39931	4613.88417651	VTB	0	1	0	0	0	rightturn	28.78153038	62.8977509003	1
2973	5	50	36841	8188.92112153	car	0	1	1	0	0	leftturn	2.143377134	82.4885963785	1
902	5	50	27039	10319.9137867	car	0	1	0	0	0	other	3.4056949088	64.6321062917	0
2155	5	50	40452	14111.0457932	VTB	0	1	0	0	0	straight	6.3989968823	76.5657481209	0
3598	4	60	34694	10118.2674907	car	0	1	0	0	0	other	1.3387581797	83.7283926201	0
4146	4	60	19591	6338.15910617	VTB	0	3	0	0	1	leftturn	7.2298868076	58.1087519193	1
2682	5	50	32591	4967.93237601	VTB	0	2	1	0	0	leftturn	0	65.2497960409	1
2068	5	50	35331	6254.70819587	car	1	1	1	0	0	straight	24.7743348557	62.9923252503	1
5364	4	60	29454	7393.5637369	car	0	1	0	1	0	straight	1.4688661863	46.4792902988	0
4270	4	60	39192	1406.4656225	car	0	1	1	0	0	straight	0.3872573046	45.6769496797	1
1989	5	50	43028	5613.58422497	car	0	1	0	0	0	leftturn	2.5535505399	59.8015383561	1
1936	5	50	36796	5461.59352807	car	1	1	0	0	0	leftturn	2.6459247997	36.1779024481	1
1502	5	50	31465	1684.98929652	VTB	0	1	0	1	0	rightturn	0.7078629904	33.6225727783	1
1666	5	50	33902	8115.32968836	car	0	2	0	0	0	backup	4.6166773461	64.8909043061	0
1913	5	50	28814	5245.23850877	car	0	1	0	0	0	leftturn	0.7162174578	71.1108374096	0
2627	5	50	44515	12445.1474324	car	0	1	1	0	0	straight	9.8896613496	72.0284103293	1
3599	4	60	34694	10118.2674907	car	0	1	0	0	0	other	1.3387581797	83.7283926201	1
323	5	50	50090	2835.34488775	car	0	2	0	0	0	straight	0.4869079189	49.8188495965	0
2816	5	50	37215	3804.75698456	car	1	1	0	0	0	leftturn	28.4247932489	35.4357265744	1
5403	4	60	29454	7393.5637369	car	0	1	1	0	0	straight	1.5937712071	56.2054838252	1
4136	4	60	19591	6338.15910617	car	0	1	0	0	1	rightturn	7.2298868076	58.1087519193	1
986	5	50	25699	5251.92974548	car	0	1	0	0	0	backup	7.9823591873	58.6541001007	1
1112	5	50	13024	4939.11686641	car	0	1	1	0	0	straight	24.7610444737	48.1959192262	0
1546	5	50	27827	19028.6153852	car	0	1	0	0	0	leftturn	6.0202003046	70.0089052176	1
1061	5	50	14682	45325.8697374	car	1	1	0	0	0	leftturn	15.7885410732	60.9844022203	1
4302	4	60	38057	8954.64756561	car	0	1	0	0	0	leftturn	0.4281892181	73.0801298745	1
3945	4	60	24879	17500.4297153	car	0	1	0	0	0	straight	10.7049352457	47.107771167	1
2366	5	50	33811	16707.5168115	car	0	2	0	0	0	straight	10.2660575686	56.2930259256	0
2139	5	50	36976	15784.4833142	car	1	0	0	0	0	straight	3.6580923428	67.001861634	1
4986	4	60	36663	14074.988352	car	1	1	1	0	0	straight	13.0110935611	52.9571674206	1
5520	4	60	38662	6538.42418143	car	1	1	0	0	0	straight	0	81.352451798	1
1907	5	50	40180	6278.67117429	car	0	1	0	0	0	leftturn	2.6960506002	37.5571264531	1
2668	5	50	36663	14074.988352	car	0	1	1	0	0	straight	10.2396442871	73.7299456377	0
263	5	50	56287	230.546788399	car	1	1	1	0	0	straight	0	0	0
4941	4	60	39975	13885.0377037	VTB	0	1	0	0	0	straight	3.0610713369	56.861124657	1
5673	2	80	37169	5873.32971196	car	1	1	1	0	0	straight	20.7626229442	33.1226551024	0
2862	5	50	37215	3804.75698456	car	0	1	0	0	0	straight	1.4594413552	88.2294323253	0
753	5	50	43710	9611.55196352	car	1	1	0	0	0	straight	1.3939936404	49.7502402733	1
3051	5	50	32641	7211.90686257	VTB	1	0	0	0	0	other	14.4151917398	48.6063400823	1
1045	5	50	42723	940.447210252	car	1	1	0	0	0	other	14.2622350569	34.4543292841	0
1281	5	50	24360	14052.1476683	car	1	1	0	0	0	backup	11.266044291	72.8017652758	1
3351	5	50	43296	682.037867979	VTB	1	2	0	0	0	backup	24.4331576178	31.5617461568	0
5361	4	60	33032	7177.19885386	car	1	2	0	0	0	straight	1.5021395909	59.1435802601	0
3542	4	60	96383	267.625770551	VTB	0	1	0	0	0	straight	0.8705824292	5.0087092126	1
1158	5	50	67098	1840.70415022	car	0	1	0	0	0	leftturn	0.6750881082	32.0359180459	1
3977	4	60	70939	1207.12470587	car	0	0	1	0	1	straight	0.0745220063	24.2092039464	1
3727	4	60	59887	11157.0018193	VTB	0	1	0	0	0	rightturn	15.6209840197	46.8005192929	1
357	5	50	96383	267.625770551	car	1	1	1	0	0	straight	49.5310521734	0.0935037431	1
2785	5	50	39931	4613.88417651	car	1	1	0	0	0	other	0.4915020029	83.2406365447	1
539	5	50	43836	5784.17918728	car	0	1	0	0	0	backup	20.6926998436	73.0236553985	0
3706	4	60	262458	2033.23210665	VTB	0	1	0	0	0	backup	0	91.0504651452	0
703	5	50	36922	6513.21096216	car	0	1	0	0	0	other	0.6707028338	61.1077681569	0
1983	5	50	40509	7159.37658745	car	1	2	0	0	0	leftturn	7.0482224918	77.7255323278	1
2437	5	50	41575	11353.2483419	car	1	1	0	1	1	straight	2.9487583423	61.447371882	0
4725	4	60	23266	14465.9625057	car	0	1	0	0	0	rightturn	5.9821474668	42.119815667	1
5664	3	60	36663	14074.988352	car	0	1	0	0	0	straight	10.4960113175	60.4807047786	0
205	5	50	86595	2190.64153067	car	0	1	0	0	0	straight	1.0682087061	71.6892499607	1
4345	4	50	38057	8954.64756561	VTB	0	1	0	0	0	backup	5.612502088	59.7601861542	0
4152	4	60	27786	5138.03814623	moto	0	1	0	0	0	straight	17.6397334781	50.3913709142	1
2773	5	50	27446	21810.6961889	car	0	1	1	0	0	rightturn	0.6560200061	76.9918014451	0
4397	4	60	28129	11245.82535	car	1	1	1	0	0	straight	6.6689640262	39.3010783162	1
3617	4	60	44582	5232.80930632	car	0	1	0	0	0	leftturn	0.428536404	80.644456875	0
5383	4	60	37396	7883.50954919	car	1	1	0	0	0	straight	0.7548223854	58.0178082539	0
2972	5	50	36841	8188.92112153	car	0	1	1	0	0	leftturn	2.143377134	82.4885963785	1
299	5	50	37169	5873.32971196	car	0	1	0	0	0	leftturn	14.019473944	35.6427006215	0
3282	5	50	32098	10122.9812577	car	1	1	0	0	0	leftturn	14.967224161	73.221186829	1
5892	2	80	44211	7560.67167136	VTB	0	2	0	0	0	other	1.3597811539	72.7314556003	1
2781	5	50	36567	3451.66754924	VTB	1	1	0	0	0	straight	1.0478056028	78.8170060637	1
836	5	50	24460	8655.89498505	car	0	1	0	0	0	leftturn	2.2086173479	53.7448408935	1
1111	5	50	42723	940.447210252	car	0	1	0	0	0	other	16.2070608764	41.2836662312	1
5872	2	80	38082	9452.39947607	car	0	1	1	0	0	straight	11.6283947965	52.103774747	0
2524	5	50	34237	9189.01421066	car	1	1	0	0	0	leftturn	5.2851315947	68.3793441154	1
2178	5	50	29588	9389.14914954	VTB	0	1	0	0	0	straight	1.1708533753	77.4264178295	1
3670	4	60	28846	3346.50676797	car	0	1	0	0	0	other	2.6340264002	50.2462572406	0
2056	5	50	36841	8188.92112153	VTB	1	0	0	0	0	leftturn	0.391860083	54.1692890608	1
3329	5	50	40115	7297.03172704	VTB	0	1	0	0	0	straight	0.361254181	79.188996537	0
1518	5	50	33930	3892.32977943	VTB	0	1	0	0	0	straight	1.1592052859	49.7628115609	1
2955	5	50	64119	3310.90610332	car	1	1	1	0	0	leftturn	0	75.2172673439	1
4400	4	60	29290	11503.6761017	car	0	1	0	0	0	rightturn	6.573586022	32.2603329672	1
1958	5	50	40509	7159.37658745	VTB	0	1	1	0	0	straight	7.0482224918	77.7255323278	0
2646	5	50	56052	12962.3225971	car	0	1	0	0	0	straight	12.5871043785	68.4388272863	1
3899	4	60	30375	7084.67412159	VTB	0	1	0	0	0	straight	4.8939040914	74.9000091679	0
4048	4	60	55425	3808.92861065	car	0	1	0	0	0	leftturn	7.2571683958	40.0604821244	1
366	5	50	45408	4039.50187781	car	0	1	1	1	0	straight	3.8691583212	63.7096259509	0
3382	5	50	43769	3299.89448551	car	1	1	0	0	0	straight	16.6357361213	77.0073589658	1
3283	5	50	32098	10122.9812577	car	1	1	0	0	0	leftturn	14.967224161	73.221186829	1
1605	5	50	31535	13360.6287738	VTB	0	1	0	0	0	rightturn	1.5706388179	32.1176503255	1
1340	5	50	21171	7201.25206394	car	1	1	0	0	0	straight	10.7265712584	55.388702187	0
5627	3	60	31613	7015.58291675	car	0	2	1	0	0	straight	8.063306944	66.4734785518	0
127	5	50	97637	1011.42814052	car	0	1	1	0	0	straight	0	89.4502644739	0
5151	4	60	39931	4613.88417651	VTB	0	1	0	0	0	leftturn	28.78153038	62.8977509003	0
4824	4	60	30522	7639.29292288	car	1	1	0	1	0	leftturn	7.5840394543	35.4206283098	1
1491	5	50	31958	2395.52536927	car	1	1	0	0	0	other	0.8132517464	31.1523589504	0
1657	5	50	69089	7307.8267531	car	1	1	1	0	0	leftturn	3.8563629744	70.9639267599	1
3473	4	60	71025	2993.20585053	car	1	1	0	0	0	straight	0.0940662357	88.1007332822	1
3229	5	50	41272	547.793475023	VTB	0	1	0	0	0	straight	0.3087748495	41.4355107992	0
2930	5	50	38973	2262.79193153	VTB	1	1	0	0	0	leftturn	3.8711709278	25.1986351225	1
3900	4	60	30375	7084.67412159	car	0	1	0	1	0	other	3.4486482856	54.8349781839	0
226	5	50	60738	2028.09090634	car	0	2	0	0	0	rightturn	0	72.458032695	1
879	5	50	34231	12011.9741575	car	1	1	1	0	0	rightturn	4.0367189798	67.2549152917	1
1618	5	50	27827	19028.6153852	VTB	0	2	0	0	0	straight	6.586953244	73.6342454356	1
1254	5	50	42723	940.447210252	car	0	1	0	0	0	straight	16.5728174373	37.6790218219	1
1403	5	50	31639	15162.3249896	car	0	1	0	0	0	other	9.2013236051	85.94732014	0
4054	4	60	19591	6338.15910617	car	0	1	0	0	1	leftturn	7.8793341606	50.7098976399	1
3870	4	60	25159	4890.27240885	car	0	0	0	0	0	straight	0.5787043529	11.7048111477	0
941	5	50	25699	5251.92974548	car	1	1	1	0	0	leftturn	3.4603439986	74.0149502611	1
2928	5	50	54051	3432.32079026	car	0	1	1	0	0	straight	0	78.6464964541	1
2074	5	50	39840	5295.69616809	car	0	1	0	0	0	straight	1.0870316304	45.1108004885	1
1066	5	50	42723	940.447210252	car	0	1	0	0	0	leftturn	13.7818502072	27.3198953871	1
5537	4	60	40495	5199.5192791	car	0	1	1	0	0	rightturn	1.1956419528	77.7881666203	1
2880	5	50	37142	6838.48068315	car	1	1	1	0	0	leftturn	2.2216865042	70.4180656359	1
5844	2	80	35331	6254.70819587	car	1	2	0	0	0	straight	32.1954383199	63.5239078795	1
3458	4	60	56491	4054.81612989	car	1	1	0	0	0	straight	3.3631350543	76.9664069358	0
768	5	50	45521	1103.66044026	VTB	0	1	1	0	0	leftturn	4.348561516	84.3512579967	1
2255	5	50	29910	16860.0749009	VTB	0	1	0	0	0	backup	4.2517247813	84.2848022902	0
4791	4	60	37159	12818.8810654	VTB	1	1	0	0	0	leftturn	1.8289222349	71.1113133115	1
2675	5	50	38082	9452.39947607	car	1	1	0	0	0	rightturn	0.6336019311	71.4235830234	1
2551	5	50	36663	14074.988352	VTB	0	1	0	0	0	other	10.2396442871	73.7299456377	0
5634	3	60	37994	17138.1068733	car	0	1	0	0	0	other	8.3128030229	79.8864649999	1
3970	4	60	13024	4939.11686641	car	0	1	0	0	0	leftturn	22.3258071267	45.1063013685	1
4280	4	60	57911	7445.72266332	VTB	0	1	0	0	0	rightturn	3.3599621551	62.9884853807	1
4313	4	60	33902	8115.32968836	car	1	1	1	0	0	straight	0.9477681205	64.389439852	1
